method,calibration_mode,holdout_id,B,alpha,fail_cap_quantile,recall,scheduler_recall,backend_fail,cost,unnecessary,served_ratio,served_attack_mass,backend_success_attack_mass,clean_service,served_clean_count,served_attack_count,recover_fail,recover_fail_attack,recover_fail_clean,delay_p50,delay_p95,average_service_time,average_service_cost,total_service_cost,actual_backend_fail_used_in_decision,actual_recover_fail_used_in_decision,fail_cap_threshold,grid_type,recall_retention_vs_source,backend_fail_reduction_vs_source,selection_rule_passed
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.0,0.8,0.0532072673340749,0.0532072673340749,205,0.3271428940127374,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.016552568536945,1.5633377236006918,353.31432553375635,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.0,0.8,0.09751575824990731,0.09751575824990731,241,0.41010048897644624,30,0.6723716381418093,119.55,26.3,30,30,245,14,14,0,0.0,5.0,21.28745162963867,1.610576465798407,442.9085280945619,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.0,0.9,0.0532072673340749,0.0532072673340749,205,0.3271428940127374,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.016552568536945,1.5633377236006918,353.31432553375635,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.0,0.9,0.09751575824990731,0.09751575824990731,241,0.41010048897644624,30,0.6723716381418093,119.55,26.3,30,30,245,14,14,0,0.0,5.0,21.28745162963867,1.610576465798407,442.9085280945619,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.0,0.95,0.0532072673340749,0.0532072673340749,205,0.3271428940127374,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.016552568536945,1.5633377236006918,353.31432553375635,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.0,0.95,0.09751575824990731,0.09751575824990731,241,0.41010048897644624,30,0.6723716381418093,119.55,26.3,30,30,245,14,14,0,0.0,5.0,21.28745162963867,1.610576465798407,442.9085280945619,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.0,1.0,0.0532072673340749,0.0532072673340749,205,0.3271428940127374,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.016552568536945,1.5633377236006918,353.31432553375635,False,False,inf,primary_soft,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.0,1.0,0.09751575824990731,0.0975157582499073,241,0.41010048897644624,30,0.6723716381418093,119.55,26.3,30,30,245,14,14,0,0.0,5.0,21.28745162963867,1.610576465798407,442.9085280945619,False,False,inf,primary_soft,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.1,0.8,0.0532072673340749,0.0532072673340749,205,0.3254385403901442,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.02924567935741,1.5551930248732555,351.4736236213557,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.1,0.8,0.09751575824990731,0.09751575824990731,242,0.41046546532363914,30,0.6748166259168704,120.75,26.3,30,30,246,15,15,0,0.0,7.25,21.241786210433297,1.6061692121359794,443.3027025495303,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,-0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.1,0.9,0.0532072673340749,0.0532072673340749,205,0.3254385403901442,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.02924567935741,1.5551930248732555,351.4736236213557,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.1,0.9,0.09751575824990731,0.09751575824990731,242,0.41046546532363914,30,0.6748166259168704,120.75,26.3,30,30,246,15,15,0,0.0,7.25,21.241786210433297,1.6061692121359794,443.3027025495303,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,-0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.1,0.95,0.0532072673340749,0.0532072673340749,205,0.3254385403901442,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.02924567935741,1.5551930248732555,351.4736236213557,False,False,0.18181818181818182,secondary_hardcap,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.1,0.95,0.09751575824990731,0.09751575824990731,242,0.41046546532363914,30,0.6748166259168704,120.75,26.3,30,30,246,15,15,0,0.0,7.25,21.241786210433297,1.6061692121359794,443.3027025495303,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,-0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.1,1.0,0.0532072673340749,0.0532072673340749,205,0.3254385403901442,28,0.5525672371638142,83.2,14.35,28,28,198,13,13,0,0.0,8.0,15.02924567935741,1.5551930248732555,351.4736236213557,False,False,inf,primary_soft,1.0,0.0,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.1,1.0,0.09751575824990731,0.0975157582499073,242,0.41046546532363914,30,0.6748166259168704,120.75,26.3,30,30,246,15,15,0,0.0,7.25,21.241786210433297,1.6061692121359794,443.3027025495303,False,False,inf,primary_soft,1.0,-0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.25,0.8,0.0532072673340749,0.0532072673340749,204,0.3206896713564573,28,0.5501222493887531,82.14999999999999,14.35,28,28,197,14,14,0,0.0,8.0,15.08276433414883,1.5393104225109953,346.3448450649739,False,False,0.18181818181818182,secondary_hardcap,1.0,0.004878048780487805,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.25,0.8,0.09751575824990731,0.09751575824990731,240,0.40316070611397326,27,0.6699266503667481,121.64999999999999,26.3,27,27,247,16,16,0,0.0,5.0,21.345356560101475,1.5891005934419384,435.4135626030911,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.25,0.9,0.0532072673340749,0.0532072673340749,204,0.3206896713564573,28,0.5501222493887531,82.14999999999999,14.35,28,28,197,14,14,0,0.0,8.0,15.08276433414883,1.5393104225109953,346.3448450649739,False,False,0.18181818181818182,secondary_hardcap,1.0,0.004878048780487805,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.25,0.9,0.09751575824990731,0.09751575824990731,240,0.40316070611397326,27,0.6699266503667481,121.64999999999999,26.3,27,27,247,16,16,0,0.0,5.0,21.345356560101475,1.5891005934419384,435.4135626030911,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.25,0.95,0.0532072673340749,0.0532072673340749,204,0.3206896713564573,28,0.5501222493887531,82.14999999999999,14.35,28,28,197,14,14,0,0.0,8.0,15.08276433414883,1.5393104225109953,346.3448450649739,False,False,0.18181818181818182,secondary_hardcap,1.0,0.004878048780487805,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.25,0.95,0.09751575824990731,0.09751575824990731,240,0.40316070611397326,27,0.6699266503667481,121.64999999999999,26.3,27,27,247,16,16,0,0.0,5.0,21.345356560101475,1.5891005934419384,435.4135626030911,False,False,0.18181818181818182,secondary_hardcap,1.0000000000000002,0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.25,1.0,0.0532072673340749,0.0532072673340749,204,0.3206896713564573,28,0.5501222493887531,82.14999999999999,14.35,28,28,197,14,14,0,0.0,8.0,15.08276433414883,1.5393104225109953,346.3448450649739,False,False,inf,primary_soft,1.0,0.004878048780487805,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.25,1.0,0.09751575824990731,0.0975157582499073,240,0.40316070611397326,27,0.6699266503667481,121.64999999999999,26.3,27,27,247,16,16,0,0.0,5.0,21.345356560101475,1.5891005934419384,435.4135626030911,False,False,inf,primary_soft,1.0,0.004149377593360996,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.5,0.8,0.0532072673340749,0.0532072673340749,196,0.2969153340298716,24,0.530562347188264,77.95,14.35,24,24,193,13,13,0,0.0,8.0,15.620955879237794,1.4777353030058125,320.6685607522613,False,False,0.18181818181818182,secondary_hardcap,1.0,0.04390243902439024,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.5,0.8,0.10252131998516871,0.10252131998516871,245,0.42199625864093965,30,0.684596577017115,124.94999999999999,27.65,30,30,250,17,17,0,0.0,8.0,21.24265424353736,1.6276998547579102,455.75595933221484,False,False,0.18181818181818182,secondary_hardcap,1.0513307984790876,-0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.5,0.9,0.0532072673340749,0.0532072673340749,196,0.2969153340298716,24,0.530562347188264,77.95,14.35,24,24,193,13,13,0,0.0,8.0,15.620955879237794,1.4777353030058125,320.6685607522613,False,False,0.18181818181818182,secondary_hardcap,1.0,0.04390243902439024,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.5,0.9,0.10252131998516871,0.10252131998516871,245,0.42199625864093965,30,0.684596577017115,124.94999999999999,27.65,30,30,250,17,17,0,0.0,8.0,21.24265424353736,1.6276998547579102,455.75595933221484,False,False,0.18181818181818182,secondary_hardcap,1.0513307984790876,-0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.5,0.95,0.0532072673340749,0.0532072673340749,196,0.2969153340298716,24,0.530562347188264,77.95,14.35,24,24,193,13,13,0,0.0,8.0,15.620955879237794,1.4777353030058125,320.6685607522613,False,False,0.18181818181818182,secondary_hardcap,1.0,0.04390243902439024,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.5,0.95,0.10252131998516871,0.10252131998516871,245,0.42199625864093965,30,0.684596577017115,124.94999999999999,27.65,30,30,250,17,17,0,0.0,8.0,21.24265424353736,1.6276998547579102,455.75595933221484,False,False,0.18181818181818182,secondary_hardcap,1.0513307984790876,-0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,0.5,1.0,0.0532072673340749,0.0532072673340749,196,0.2969153340298716,24,0.530562347188264,77.95,14.35,24,24,193,13,13,0,0.0,8.0,15.620955879237794,1.4777353030058125,320.6685607522613,False,False,inf,primary_soft,1.0,0.04390243902439024,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,0.5,1.0,0.10252131998516871,0.10252131998516871,245,0.42199625864093965,30,0.684596577017115,124.94999999999999,27.65,30,30,250,17,17,0,0.0,8.0,21.24265424353736,1.6276998547579102,455.75595933221484,False,False,inf,primary_soft,1.0513307984790876,-0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,1.0,0.8,0.0532072673340749,0.0532072673340749,190,0.2739814049062446,18,0.5158924205378973,78.89999999999999,14.35,18,18,193,13,13,0,0.0,8.5,15.89205257926507,1.4023692762973659,295.8999172987442,False,False,0.18181818181818182,secondary_hardcap,1.0,0.07317073170731707,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,1.0,0.8,0.1153133110863923,0.1153133110863923,239,0.3871241229226598,21,0.6772616136919315,131.7,31.1,21,21,256,15,15,0,0.0,7.199999999999989,20.344057118419276,1.5093648113952078,418.0940527564726,False,False,0.18181818181818182,secondary_hardcap,1.1825095057034223,0.008298755186721992,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,1.0,0.9,0.0532072673340749,0.0532072673340749,190,0.2739814049062446,18,0.5158924205378973,78.89999999999999,14.35,18,18,193,13,13,0,0.0,8.5,15.89205257926507,1.4023692762973659,295.8999172987442,False,False,0.18181818181818182,secondary_hardcap,1.0,0.07317073170731707,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,1.0,0.9,0.1153133110863923,0.1153133110863923,239,0.3871241229226598,21,0.6772616136919315,131.7,31.1,21,21,256,15,15,0,0.0,7.199999999999989,20.344057118419276,1.5093648113952078,418.0940527564726,False,False,0.18181818181818182,secondary_hardcap,1.1825095057034223,0.008298755186721992,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,1.0,0.95,0.0532072673340749,0.0532072673340749,190,0.2739814049062446,18,0.5158924205378973,78.89999999999999,14.35,18,18,193,13,13,0,0.0,8.5,15.89205257926507,1.4023692762973659,295.8999172987442,False,False,0.18181818181818182,secondary_hardcap,1.0,0.07317073170731707,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,1.0,0.95,0.1153133110863923,0.1153133110863923,239,0.3871241229226598,21,0.6772616136919315,131.7,31.1,21,21,256,15,15,0,0.0,7.199999999999989,20.344057118419276,1.5093648113952078,418.0940527564726,False,False,0.18181818181818182,secondary_hardcap,1.1825095057034223,0.008298755186721992,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,1.0,1.0,0.0532072673340749,0.0532072673340749,190,0.2739814049062446,18,0.5158924205378973,78.89999999999999,14.35,18,18,193,13,13,0,0.0,8.5,15.89205257926507,1.4023692762973659,295.8999172987442,False,False,inf,primary_soft,1.0,0.07317073170731707,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,1.0,1.0,0.1153133110863923,0.11531331108639227,239,0.3871241229226598,21,0.6772616136919315,131.7,31.1,21,21,256,15,15,0,0.0,7.199999999999989,20.344057118419276,1.5093648113952078,418.0940527564726,False,False,inf,primary_soft,1.182509505703422,0.008298755186721992,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,2.0,0.8,0.062106043752317396,0.062106043752317396,185,0.2730922904347431,17,0.508557457212714,80.89999999999999,16.75,17,17,191,14,14,0,0.0,8.0,16.462686730118897,1.417979200334243,294.93967366952256,False,False,0.18181818181818182,secondary_hardcap,1.1672473867595818,0.0975609756097561,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,2.0,0.8,0.1064145346681498,0.1064145346681498,237,0.3805151180270295,20,0.6674816625916871,130.6,28.7,20,20,253,18,18,0,0.0,6.0,20.436060927289745,1.5053345328541825,410.9563274691918,False,False,0.18181818181818182,secondary_hardcap,1.0912547528517111,0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,2.0,0.9,0.062106043752317396,0.062106043752317396,185,0.2730922904347431,17,0.508557457212714,80.89999999999999,16.75,17,17,191,14,14,0,0.0,8.0,16.462686730118897,1.417979200334243,294.93967366952256,False,False,0.18181818181818182,secondary_hardcap,1.1672473867595818,0.0975609756097561,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,2.0,0.9,0.1064145346681498,0.1064145346681498,237,0.3805151180270295,20,0.6674816625916871,130.6,28.7,20,20,253,18,18,0,0.0,6.0,20.436060927289745,1.5053345328541825,410.9563274691918,False,False,0.18181818181818182,secondary_hardcap,1.0912547528517111,0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,2.0,0.95,0.062106043752317396,0.062106043752317396,185,0.2730922904347431,17,0.508557457212714,80.89999999999999,16.75,17,17,191,14,14,0,0.0,8.0,16.462686730118897,1.417979200334243,294.93967366952256,False,False,0.18181818181818182,secondary_hardcap,1.1672473867595818,0.0975609756097561,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,2.0,0.95,0.1064145346681498,0.1064145346681498,237,0.3805151180270295,20,0.6674816625916871,130.6,28.7,20,20,253,18,18,0,0.0,6.0,20.436060927289745,1.5053345328541825,410.9563274691918,False,False,0.18181818181818182,secondary_hardcap,1.0912547528517111,0.016597510373443983,False
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,1,2.0,1.0,0.062106043752317396,0.062106043752317396,185,0.2730922904347431,17,0.508557457212714,80.89999999999999,16.75,17,17,191,14,14,0,0.0,8.0,16.462686730118897,1.417979200334243,294.93967366952256,False,False,inf,primary_soft,1.1672473867595818,0.0975609756097561,True
transfer_regularized_burden_guard,TRBG-native-burden,explicit native case39 val,2,2.0,1.0,0.1064145346681498,0.10641453466814979,237,0.3805151180270295,20,0.6674816625916871,130.6,28.7,20,20,253,18,18,0,0.0,6.0,20.436060927289745,1.5053345328541825,410.9563274691918,False,False,inf,primary_soft,1.0912547528517111,0.016597510373443983,True
